circuit,factory,layer_count,allocator,msf_coeff,routing_algo,routing_option,total_code_beat,circuit_volume
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,SA,0.01,Single,No_Kink,1900,1716025
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,SA,0.1,Proj,No_Top,1839,224400
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,SA,0.1,Double,No_Kink,1874,1763902
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,SA,0.1,Single,No_MSF,630,154572
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,SA,0.1,Single,No_Top,1873,853216
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,SA,0.01,Proj,Yes_Kink,1906,2763032
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,SA,1.0,Double,No_MSF,603,147288
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,SA,0.01,Proj,No_Kink,1901,2833517
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,SA,1.0,Double,No_Top,1875,851262
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,SA,0.1,Double,Yes_Kink,1893,1894812
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,SA,1.0,Proj,No_MSF,246,18480
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,SA,0.1,Single,No_Kink,1898,1713862
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,SA,1.0,Proj,No_Top,1839,224400
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,SA,1.0,Single,No_MSF,630,154572
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,SA,1.0,Double,No_Kink,1874,1801588
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,SA,1.0,Single,No_Top,1873,853216
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,SA,0.1,Proj,No_Kink,1905,2831508
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,naive,0.0,Double,No_MSF,603,147288
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,SA,1.0,Double,Yes_Kink,1895,1883699
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,naive,0.0,Double,No_Top,1875,851262
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,SA,1.0,Single,No_Kink,1905,1711820
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,naive,0.0,Proj,No_MSF,246,18480
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,SA,0.1,Proj,Yes_Kink,1907,2763775
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,naive,0.0,Proj,No_Top,1839,224400
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,naive,0.0,Single,No_MSF,630,154572
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,naive,0.0,Single,No_Top,1873,853216
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,SA,1.0,Proj,No_Kink,1907,2832903
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,naive,0.0,Double,No_Kink,1948,2130370
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,SA,1.0,Proj,Yes_Kink,1911,2763346
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,random,0.0,Double,No_MSF,603,147288
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,random,0.0,Double,No_Top,1875,851262
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,naive,0.0,Double,Yes_Kink,1979,2148633
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,random,0.0,Proj,No_MSF,246,18480
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,naive,0.0,Single,No_Kink,2156,2030910
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,naive,0.0,Proj,No_Kink,1954,2889123
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,random,0.0,Proj,No_Top,1839,224400
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,random,0.0,Single,No_MSF,630,154572
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,random,0.0,Single,No_Top,1873,853216
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,random,0.0,Double,No_Kink,1956,2160208
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,naive,0.0,Proj,Yes_Kink,1998,2886930
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.001,Double,No_MSF,603,147288
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.001,Double,No_Top,1875,851262
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.001,Proj,No_MSF,246,18480
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,random,0.0,Double,Yes_Kink,1997,2189899
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,random,0.0,Single,No_Kink,2190,2069821
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.001,Proj,No_Top,1839,224400
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.001,Double,No_Kink,1875,1784911
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.001,Single,No_MSF,630,154572
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.001,Single,No_Top,1873,853216
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.001,Double,Yes_Kink,1875,1830708
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,random,0.0,Proj,No_Kink,1970,2912666
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.01,Double,No_MSF,603,147288
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,1,random,0.0,Proj,Yes_Kink,2017,2913654
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.01,Double,No_Top,1875,851262
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.01,Proj,No_MSF,246,18480
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.001,Single,No_Kink,1882,1780322
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.001,Single,Yes_Kink,1889,1801506
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.01,Proj,No_Top,1839,224400
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.01,Double,No_Kink,1875,1729154
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.01,Single,No_MSF,630,154572
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.01,Single,No_Top,1873,853216
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.01,Double,Yes_Kink,1876,1777132
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.001,Proj,No_Kink,1860,3336269
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.1,Double,No_MSF,603,147288
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.1,Double,No_Top,1875,851262
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.01,Single,No_Kink,1880,1733282
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.001,Proj,Yes_Kink,1861,3282609
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.1,Double,No_Kink,1874,1686750
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.01,Single,Yes_Kink,1886,1741327
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.1,Proj,No_MSF,246,18480
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.1,Proj,No_Top,1839,224400
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.1,Single,No_MSF,630,154572
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.1,Single,No_Top,1873,853216
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.1,Double,Yes_Kink,1876,1727195
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.01,Proj,No_Kink,1858,3356383
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.1,Single,No_Kink,1880,1681283
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,1.0,Double,No_MSF,603,147288
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.1,Single,Yes_Kink,1887,1694760
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,1.0,Double,No_Top,1875,851262
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.01,Proj,Yes_Kink,1859,3310313
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,1.0,Double,No_Kink,1874,1661109
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,1.0,Proj,No_MSF,246,18480
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,1.0,Proj,No_Top,1839,224400
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,1.0,Single,No_MSF,630,154572
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,1.0,Single,No_Top,1873,853216
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,1.0,Double,Yes_Kink,1876,1735775
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,1.0,Single,No_Kink,1883,1663343
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.1,Proj,Yes_Kink,1858,3288737
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,naive,0.0,Double,No_MSF,603,147288
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,0.1,Proj,No_Kink,1855,3342160
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,naive,0.0,Double,No_Top,1875,851262
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,naive,0.0,Proj,No_MSF,246,18480
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,1.0,Single,Yes_Kink,1890,1685233
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,naive,0.0,Proj,No_Top,1839,224400
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,naive,0.0,Single,No_MSF,630,154572
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,naive,0.0,Double,No_Kink,1883,1870543
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,naive,0.0,Single,No_Top,1873,853216
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,naive,0.0,Double,Yes_Kink,1896,1890911
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,1.0,Proj,No_Kink,1856,3346640
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,naive,0.0,Single,No_Kink,1938,1834815
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,SA,1.0,Proj,Yes_Kink,1860,3292638
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,random,0.0,Double,No_MSF,603,147288
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,random,0.0,Double,No_Top,1875,851262
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,random,0.0,Proj,No_MSF,246,18480
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,naive,0.0,Single,Yes_Kink,1942,1842385
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,random,0.0,Proj,No_Top,1839,224400
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,random,0.0,Single,No_MSF,630,154572
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,random,0.0,Double,No_Kink,1885,1973719
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,random,0.0,Single,No_Top,1873,853216
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,random,0.0,Double,Yes_Kink,1901,1995188
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,naive,0.0,Proj,No_Kink,1952,3472255
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,naive,0.0,Proj,Yes_Kink,1961,3440003
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,random,0.0,Single,No_Kink,1942,1947540
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,0.001,Double,No_MSF,315,161486
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,0.001,Double,No_Top,2857,2913999
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,random,0.0,Single,Yes_Kink,1952,1962077
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,0.001,Proj,No_MSF,246,42108
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,0.001,Proj,No_Top,2829,509388
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,0.001,Single,No_MSF,318,164010
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,random,0.0,Proj,No_Kink,1950,3494549
result_trotter_20_Heisenberg2D_cylinder_0.5_0.5_rand,outer,2,random,0.0,Proj,Yes_Kink,1954,3446248
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,0.001,Single,No_Top,2860,2916252
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,0.01,Double,No_MSF,315,161486
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,0.01,Double,No_Top,2857,2913999
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,0.001,Double,No_Kink,2908,5724238
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,0.01,Proj,No_MSF,246,42108
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,0.01,Proj,No_Top,2829,509388
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,0.001,Single,No_Kink,2920,5644299
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,0.001,Double,Yes_Kink,2920,6510023
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,0.01,Double,No_Kink,2914,5815778
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,0.01,Single,No_MSF,318,164010
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,0.01,Single,No_Top,2860,2916252
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,0.1,Double,No_MSF,315,161486
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,0.01,Double,Yes_Kink,2925,6634717
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,0.1,Double,No_Top,2857,2913999
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,0.001,Proj,No_Kink,3063,9746352
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,0.01,Single,No_Kink,2928,5729532
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,0.1,Double,No_Kink,2912,5371159
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,0.1,Proj,No_MSF,246,42108
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,0.001,Proj,Yes_Kink,3099,9555430
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,0.1,Proj,No_Top,2829,509388
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,0.1,Single,No_MSF,318,164010
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,0.1,Single,No_Top,2860,2916252
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,1.0,Double,No_MSF,315,161486
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,1.0,Double,No_Top,2857,2913999
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,0.01,Proj,No_Kink,3193,10120741
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,0.1,Double,Yes_Kink,2920,6126407
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,1.0,Proj,No_MSF,246,42108
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,0.1,Single,No_Kink,2923,5423019
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,0.01,Proj,Yes_Kink,3228,9890379
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,1.0,Proj,No_Top,2829,509388
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,1.0,Double,No_Kink,2908,5291019
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,1.0,Single,No_MSF,318,164010
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,1.0,Single,No_Top,2860,2916252
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,naive,0.0,Double,No_MSF,315,161486
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,naive,0.0,Double,No_Top,2857,2913999
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,1.0,Double,Yes_Kink,2912,6084808
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,0.1,Proj,No_Kink,2942,9289988
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,0.1,Proj,Yes_Kink,2951,8967755
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,naive,0.0,Proj,No_MSF,246,42108
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,1.0,Single,No_Kink,2918,5362309
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,naive,0.0,Proj,No_Top,2829,509388
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,naive,0.0,Single,No_MSF,318,164010
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,naive,0.0,Single,No_Top,2860,2916252
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,naive,0.0,Double,No_Kink,2933,6016355
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,random,0.0,Double,No_MSF,315,161486
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,1.0,Proj,No_Kink,2893,9081494
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,random,0.0,Double,No_Top,2857,2913999
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,SA,1.0,Proj,Yes_Kink,2899,8685350
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,naive,0.0,Single,No_Kink,2973,5883633
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,random,0.0,Proj,No_MSF,246,42108
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,naive,0.0,Double,Yes_Kink,2962,6714387
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,random,0.0,Proj,No_Top,2829,509388
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,random,0.0,Single,No_MSF,318,164010
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,random,0.0,Double,No_Kink,3238,6307698
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,random,0.0,Single,No_Top,2860,2916252
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.001,Double,No_MSF,315,161486
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,random,0.0,Double,Yes_Kink,3279,6362962
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.001,Double,No_Top,2857,2913999
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,naive,0.0,Proj,Yes_Kink,2974,9478411
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,naive,0.0,Proj,No_Kink,2968,9597699
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,random,0.0,Single,No_Kink,3470,6264782
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.001,Proj,No_MSF,246,42108
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.001,Proj,No_Top,2829,509388
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.001,Double,No_Kink,2878,5044689
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.001,Single,No_MSF,318,164010
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.001,Double,Yes_Kink,2880,5137338
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.001,Single,No_Top,2860,2916252
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.01,Double,No_MSF,315,161486
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.001,Single,No_Kink,2879,4472104
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.01,Double,No_Top,2857,2913999
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,random,0.0,Proj,No_Kink,3293,10403697
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.001,Single,Yes_Kink,2889,4684808
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.01,Proj,No_MSF,246,42108
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.01,Proj,No_Top,2829,509388
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.01,Double,No_Kink,2876,4890729
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,1,random,0.0,Proj,Yes_Kink,3320,10145371
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.01,Single,No_MSF,318,164010
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.01,Single,No_Top,2860,2916252
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.01,Double,Yes_Kink,2879,5022457
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.1,Double,No_MSF,315,161486
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.01,Single,No_Kink,2877,4510462
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.1,Double,No_Top,2857,2913999
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.01,Single,Yes_Kink,2886,4882778
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.1,Proj,No_MSF,246,42108
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.1,Double,No_Kink,2879,4882358
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.001,Proj,No_Kink,2960,10716794
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.1,Proj,No_Top,2829,509388
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.001,Proj,Yes_Kink,2964,10475619
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.1,Double,Yes_Kink,2883,5029288
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.1,Single,No_MSF,318,164010
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.1,Single,No_Top,2860,2916252
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,1.0,Double,No_MSF,315,161486
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,1.0,Double,No_Top,2857,2913999
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.1,Single,No_Kink,2881,4474485
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.1,Single,Yes_Kink,2888,4595032
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.01,Proj,No_Kink,2888,10427616
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,1.0,Double,No_Kink,2878,5160115
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,1.0,Proj,No_MSF,246,42108
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,1.0,Proj,No_Top,2829,509388
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.01,Proj,Yes_Kink,2891,10200786
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,1.0,Single,No_MSF,318,164010
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,1.0,Single,No_Top,2860,2916252
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,1.0,Double,Yes_Kink,2880,5225765
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,1.0,Single,No_Kink,2880,4400163
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,naive,0.0,Double,No_MSF,315,161486
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,naive,0.0,Double,No_Top,2857,2913999
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.1,Proj,No_Kink,2869,10245170
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,1.0,Single,Yes_Kink,2889,4931282
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,naive,0.0,Proj,No_MSF,246,42108
result_trotter_30_Heisenberg2D_cylinder_0.5_0.5_det,inner,2,SA,0.1,Proj,Yes_Kink,2873,10013297
